"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Blom R.; Voorn B.; Borst R.T.","Blom, Rutger (57202196318); Voorn, Bart (57194059821); Borst, Rick T. (57081099600)","57202196318; 57194059821; 57081099600","HRM autonomy, integration and performance in government agencies: tests of necessity and sufficiency","2024","Public Management Review","26","5","","1223","1241","17","10.1080/14719037.2022.2145348","https://www.scopus.com/pages/publications/85142219561?origin=resultslist","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85142219561"
"Tho N.D.","Tho, Nguyen Dinh (26664893700)","26664893700","Firm capabilities and performance: a necessary condition analysis","2018","Journal of Management Development","37","4","","322","332","31","10.1108/JMD-06-2017-0204","https://www.scopus.com/pages/publications/85046343795?origin=resultslist","Article","Final","","Scopus","2-s2.0-85046343795"
"Jin B.; Li W.","Jin, Baihui (57194780041); Li, Wei (56796108800)","57194780041; 56796108800","External Factors Impacting Residents’ Participation in Waste Sorting Using NCA and fsQCA Methods on Pilot Cities in China","2023","International Journal of Environmental Research and Public Health","20","5","4080","","","2","10.3390/ijerph20054080","https://www.scopus.com/pages/publications/85149738406?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85149738406"
"Kwon S.P.","Kwon, Soun Pil (36598710200)","36598710200","Examination of design parameters affecting Nb3Sn CICC current sharing temperature using necessary condition analysis","2021","Superconductor Science and Technology","34","8","085006","","","6","10.1088/1361-6668/ac048f","https://www.scopus.com/pages/publications/85109841466?origin=resultslist","Article","Final","","Scopus","2-s2.0-85109841466"
"Bi H.; Li A.; Hua M.; Zhu H.; Ye Z.","Bi, Hui (57215673399); Li, Aoyong (57195290793); Hua, Mingzhuang (57203089246); Zhu, He (57226194261); Ye, Zhirui (57205084818)","57215673399; 57195290793; 57203089246; 57226194261; 57205084818","Examining the varying influences of built environment on bike-sharing commuting: Empirical evidence from Shanghai","2022","Transport Policy","129","","","51","65","36","10.1016/j.tranpol.2022.10.004","https://www.scopus.com/pages/publications/85139858419?origin=resultslist","Article","Final","","Scopus","2-s2.0-85139858419"
"Contreras Pinochet L.H.; Souza C.A.; Viana A.B.N.; Rodríguez-Abitia G.","Contreras Pinochet, Luis Hernan (55257207300); Souza, Cesar Alexandre de (54790566200); Viana, Adriana Backx Noronha (53265094200); Rodríguez-Abitia, Guillermo (6506650045)","55257207300; 54790566200; 53265094200; 6506650045","Smart technologies in supermarket retail and their influence on citizens' quality of life during the COVID-19 pandemic","2024","Revista de Gestao","31","1","","80","100","12","10.1108/REGE-09-2021-0178","https://www.scopus.com/pages/publications/85130933538?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85130933538"
"Garg N.","Garg, Naval (57193195164)","57193195164","Exploring role of gratitude in developing teacher leadership in Indian universities","2020","International Journal of Educational Management","34","5","","881","901","30","10.1108/IJEM-07-2019-0253","https://www.scopus.com/pages/publications/85081365083?origin=resultslist","Article","Final","","Scopus","2-s2.0-85081365083"
"Linder C.; Moulick A.G.; Lechner C.","Linder, Christian (57197861011); Moulick, Abhisekh Ghosh (57191626554); Lechner, Christian (56243651100)","57197861011; 57191626554; 56243651100","Necessary Conditions and Theory-Method Compatibility in Quantitative Entrepreneurship Research","2023","Entrepreneurship: Theory and Practice","47","5","","1971","1994","22","10.1177/10422587221102103","https://www.scopus.com/pages/publications/85131000207?origin=resultslist","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85131000207"
"Jaiswal M.; Zane L.J.","Jaiswal, Mayank (57215071752); Zane, Lee J. (36683671400)","57215071752; 36683671400","Drivers of sustainable new technology diffusion in national markets: The case of electric vehicles","2022","Thunderbird International Business Review","64","1","","25","38","13","10.1002/tie.22243","https://www.scopus.com/pages/publications/85116896410?origin=resultslist","Article","Final","","Scopus","2-s2.0-85116896410"
"Kumar A.; Mishra S.K.; Saini A.","Kumar, Abhishek (56297871100); Mishra, Saroj Kumar (59073496700); Saini, Akanksha (58075373800)","56297871100; 59073496700; 58075373800","Predicting NFC-based mobile payments usage intention with perceived usefulness as mediator: a dual-stage PLS-SEM and NCA analysis","2024","Journal of Advances in Management Research","21","4","","556","583","8","10.1108/JAMR-12-2023-0374","https://www.scopus.com/pages/publications/85194927587?origin=resultslist","Article","Final","","Scopus","2-s2.0-85194927587"
"Liu Y.; Dai Z.; Zhao X.","Liu, Yunqing (57219614737); Dai, Zekun (58772869200); Zhao, Xin (57210285679)","57219614737; 58772869200; 57210285679","Unveiling the blueprint for rural digital prosperity: A comparative examination of top 100 digital counties in China","2024","Technological Forecasting and Social Change","208","","123625","","","11","10.1016/j.techfore.2024.123625","https://www.scopus.com/pages/publications/85203009857?origin=resultslist","Article","Final","","Scopus","2-s2.0-85203009857"
"Corchuelo Martínez-Azúa B.; Dias A.; Sama-Berrocal C.","Corchuelo Martínez-Azúa, Beatriz (56072313600); Dias, Alvaro (57216093465); Sama-Berrocal, Celia (57219707318)","56072313600; 57216093465; 57219707318","Exploring the importance of innovation ambidexterity on performance: insights from NCA and IPMA analysis","2024","International Journal of Innovation Science","","","","","","6","10.1108/IJIS-03-2024-0075","https://www.scopus.com/pages/publications/85197866139?origin=resultslist","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-85197866139"
"Liu Q.; Yin Y.","Liu, Qijuan (59466334400); Yin, Yilin (24340220700)","59466334400; 24340220700","Strategies for Emission Reduction in Construction: The Role of China’s Carbon Trading Market","2024","Journal of the Knowledge Economy","","","","","","6","10.1007/s13132-024-02009-5","https://www.scopus.com/pages/publications/85194555749?origin=resultslist","Retracted","Article in press","","Scopus","2-s2.0-85194555749"
"Koay K.Y.; Cheah C.W.; Chang Y.X.","Koay, Kian Yeik (57192295284); Cheah, Chee Wei (57209251313); Chang, Yi Xuan (57463522500)","57192295284; 57209251313; 57463522500","A model of online food delivery service quality, customer satisfaction and customer loyalty: a combination of PLS-SEM and NCA approaches","2022","British Food Journal","124","12","","4516","4532","117","10.1108/BFJ-10-2021-1169","https://www.scopus.com/pages/publications/85125046769?origin=resultslist","Article","Final","","Scopus","2-s2.0-85125046769"
"Ahmad J.; Al Mamun A.; Reza M.N.H.; Makhbul Z.K.M.; Ali K.A.M.","Ahmad, Jawaria (58482523500); Al Mamun, Abdullah (36782596500); Reza, Mohammad Nurul Hassan (57211578625); Makhbul, Zafir Khan Mohamed (26533278200); Ali, Khairul Anuar Mohd (23567592500)","58482523500; 36782596500; 57211578625; 26533278200; 23567592500","Green human resource management, competitive advantages, and green ambidexterity: using partial least squares structural equation modeling and necessary condition analysis","2023","Environmental Science and Pollution Research","30","37","","87938","87957","11","10.1007/s11356-023-28624-4","https://www.scopus.com/pages/publications/85164456665?origin=resultslist","Article","Final","","Scopus","2-s2.0-85164456665"
"Olya H.G.T.; Bagheri P.; Tümer M.","Olya, Hossein G.T. (57193663496); Bagheri, Pourya (57205572919); Tümer, Mustafa (56448590800)","57193663496; 57205572919; 56448590800","Decoding behavioural responses of green hotel guests: A deeper insight into the application of the theory of planned behaviour","2019","International Journal of Contemporary Hospitality Management","31","6","","2509","2525","109","10.1108/IJCHM-05-2018-0374","https://www.scopus.com/pages/publications/85060608428?origin=resultslist","Article","Final","","Scopus","2-s2.0-85060608428"
"Lee D.; Iyer R.; Lee Y.-K.","Lee, Debora (59414114900); Iyer, Rajesh (55420079200); Lee, Yong-Ki (55716182100)","59414114900; 55420079200; 55716182100","Investigating the antecedents of pro-environmental customer behavior: the role of gender in the food industry","2025","Journal of Consumer Marketing","","","","","","1","10.1108/JCM-06-2024-6990","https://www.scopus.com/pages/publications/105008412301?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105008412301"
"Kulor F.; Apprey M.W.; Agbevanu K.T.; Gasper G.K.; Akorta J.A.","Kulor, Frank (57209249924); Apprey, Michael W. (57209247990); Agbevanu, Kafui T. (57703746500); Gasper, Gabriel K. (57703513000); Akorta, Judith A. (59218612400)","57209249924; 57209247990; 57703746500; 57703513000; 59218612400","Invisible threats: An investigation of electrical hazards and safety practices among residential electricity consumers","2024","Heliyon","10","14","e34470","","","12","10.1016/j.heliyon.2024.e34470","https://www.scopus.com/pages/publications/85198508213?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85198508213"
"Yu S.; Zeng L.","Yu, Shujun (57219163718); Zeng, Lingjie (59143133000)","57219163718; 59143133000","Research on the Impact of Rural E-commerce Logistics Service Encounter on Customer Satisfaction","2024","Proceedings of the 13th International Conference on Logistics and Systems Engineering","1","","","214","223","0","10.52202/074563-0023","https://www.scopus.com/pages/publications/85194190046?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85194190046"
"Wattanacharoensil W.; Stettler J.; Zimmermann L.; Wagenseil U.","Wattanacharoensil, Walanchalee (55337431900); Stettler, Juerg (55218602800); Zimmermann, Luzia (59213603600); Wagenseil, Urs (57193328487)","55337431900; 55218602800; 59213603600; 57193328487","Lucerne's crossroads: residents’ perspectives on tourism development and the imperative for regulatory oversight","2024","Tourism Recreation Research","","","","","","3","10.1080/02508281.2024.2423116","https://www.scopus.com/pages/publications/85210028552?origin=resultslist","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85210028552"
"Cai Y.-H.; Jing P.; Zha Q.-F.; Yang C.-L.; Chen Y.-X.; Xie J.-P.","Cai, Yun-Hao (57386857300); Jing, Peng (35731292900); Zha, Qi-Fen (36616761400); Yang, Cheng-Lu (57387046900); Chen, Yue-Xia (55259015000); Xie, Jun-Ping (16317680100)","57386857300; 35731292900; 36616761400; 57387046900; 55259015000; 16317680100","Research on the psychological impetus prompting the elderly to drive; [老年人驾车出行意向的心理成因研究]","2022","Journal of Transportation Engineering and Information","20","3","","128","140","6","10.19961/j.cnki.1672-4747.2022.01.023","https://www.scopus.com/pages/publications/85188824307?origin=resultslist","Article","Final","","Scopus","2-s2.0-85188824307"
"Matusek M.","Matusek, Mirosław (56418342200)","56418342200","Exploitation, Exploration, or Ambidextrousness—An Analysis of the Necessary Conditions for the Success of Digital Servitisation","2023","Sustainability (Switzerland)","15","1","324","","","10","10.3390/su15010324","https://www.scopus.com/pages/publications/85145561292?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85145561292"
"Ding H.; Kuvaas B.","Ding, Haien (57892716400); Kuvaas, Bård (55901416400)","57892716400; 55901416400","Using necessary condition analysis in managerial psychology research: introduction, empirical demonstration and methodological discussion","2023","Journal of Managerial Psychology","38","4","","260","272","14","10.1108/JMP-12-2022-0637","https://www.scopus.com/pages/publications/85159337499?origin=resultslist","Article","Final","","Scopus","2-s2.0-85159337499"
"Ali I.; Ali M.; Badghish S.","Ali, Imran (59714444900); Ali, Murad (57216746059); Badghish, Saeed (57200363472)","59714444900; 57216746059; 57200363472","Symmetric and asymmetric modeling of entrepreneurial ecosystem in developing entrepreneurial intentions among female university students in Saudi Arabia","2019","International Journal of Gender and Entrepreneurship","11","4","","435","458","95","10.1108/IJGE-02-2019-0039","https://www.scopus.com/pages/publications/85074080722?origin=resultslist","Article","Final","","Scopus","2-s2.0-85074080722"
"Shao Z.","Shao, Zhucheng (58767869300)","58767869300","From human to virtual: Unmasking consumer switching intentions to virtual influencers by an integrated fsQCA and NCA method","2024","Journal of Retailing and Consumer Services","78","","103715","","","61","10.1016/j.jretconser.2024.103715","https://www.scopus.com/pages/publications/85182569320?origin=resultslist","Article","Final","","Scopus","2-s2.0-85182569320"
"Huang R.; Wu Y.; Li B.","Huang, Ruhua (7402950227); Wu, Yingqiang (59215094100); Li, Baiyang (57952059000)","7402950227; 59215094100; 57952059000","Research on the Configuration Effect of the Utilization Level of China’s Provincial Open Government Data Platform: Empirical Analysis Based on NCA and fsQCA; [中国省级政府数据开放平台利用水平的组态效应研究——基于 NCA 与 fsQCA 的实证分析]","2024","Library and Information Service","68","10","","66","80","3","10.13266/j.issn.0252-3116.2024.10.007","https://www.scopus.com/pages/publications/105019625178?origin=resultslist","Article","Final","","Scopus","2-s2.0-105019625178"
"Tiwari P.; Kaurav R.P.S.; Koay K.Y.","Tiwari, Pinaz (57218578615); Kaurav, Rahul Pratap Singh (56725692900); Koay, Kian Yeik (57192295284)","57218578615; 56725692900; 57192295284","Understanding travel apps usage intention: findings from PLS and NCA","2024","Journal of Marketing Analytics","12","1","","25","41","35","10.1057/s41270-023-00258-y","https://www.scopus.com/pages/publications/85174385711?origin=resultslist","Article","Final","","Scopus","2-s2.0-85174385711"
